transaction_id,TransactionAmount,TransactionDate,MerchantID,Location,Latitude,Longitude,AccountID,CustomerAge,DeviceType,Channel,TransactionType,TransactionStatus,LoginAttempts,AccountBalance,TransactionDuration,is_weekend,is_true_anomaly
TX006939,38374.0,2025-05-30 10:01:50,M8,Gorontalo,86.6532265,46.389232,63,32,iOS,ATM,Debit,Success,1,1817195.5996118467,32,0,0
TX000965,82902.41,2025-01-21 12:41:23,M73,Banda Aceh,-42.486676,-113.817848,27,42,Android,MobileApp,Kredit,Success,1,8213065.157996266,52,0,0
TX008574,36832.86,2025-07-04 11:23:23,M88,Banda Aceh,5.713423,60.073898,26,52,Android,ATM,Kredit,Success,1,5989663.042597346,117,0,0
TX000742,174540.26,2025-01-16 23:49:39,M62,Prabumulih,74.0123485,78.846729,186,57,Linux,MobileApp,Transfer,Success,1,8356917.695279012,94,0,0
TX007514,45653.3,2025-06-11 10:32:44,M8,Sukabumi,-0.521765,76.912759,343,18,Windows,MobileApp,Tarik Tunai,Success,1,2201509.932521149,105,0,0
TX003314,81383.97,2025-03-12 12:12:07,M155,Balikpapan,-85.067833,40.068429,158,27,iOS,Web,Debit,Success,1,2315627.366656102,58,0,0
TX004898,200611.31,2025-04-15 14:05:59,M28,Cirebon,77.2721845,-133.744430,193,28,Mac,MobileApp,QR Payment,Success,1,21141032.684325393,92,0,0
TX009340,59670.22,2025-07-21 09:08:40,M19,Manado,-62.1303215,-124.510343,85,58,Linux,Web,Kredit,Success,1,1386153.422059894,107,0,0
TX004672,84561.43,2025-04-10 12:38:14,M61,Tasikmalaya,-41.297257,-35.961713,275,60,Mac,Web,Transfer,Success,1,2713179.292667477,57,0,0
TX008618,69333.0,2025-07-05 21:45:10,M175,Ambon,-67.7565635,-126.340589,308,69,Linux,Web,Tarik Tunai,Success,1,6685485.253221886,84,1,0
TX001217,26266.68,2025-01-26 10:34:21,M100,Kendari,-71.744310,-15.144348,18,27,iOS,MobileApp,Kredit,Success,1,434353.863843959,79,1,0
TX004397,46297.92,2025-04-04 03:38:58,M74,Pangkalpinang,-66.941802,83.480725,129,24,Mac,MobileApp,Tarik Tunai,Success,1,7046809.274851926,86,0,0
TX006080,89314.54,2025-05-11 10:14:35,M169,Cirebon,57.344226,-170.445877,94,33,Android,Web,Debit,Success,1,629352.0251694418,31,1,0
TX002614,65717.7,2025-02-25 08:47:44,M18,Surabaya,-81.615614,120.351950,300,58,Linux,MobileApp,Kredit,Success,1,1234230.1113037814,109,0,0
TX002620,76972.14,2025-02-26 09:21:07,M160,Blitar,66.6770305,-58.919857,389,43,iOS,MobileApp,Debit,Success,1,6003981.544792309,91,0,0
TX008714,38343.28,2025-07-07 11:49:39,M77,Mataram,-5.6708375,-32.482572,426,53,Android,MobileApp,Kredit,Success,1,10696619.598839002,82,0,0
TX007282,35341.38,2025-06-06 13:06:25,M47,Parepare,-12.1936655,144.296697,412,70,Linux,Web,Transfer,Success,1,13948100.67081665,98,0,0
TX003379,60278.5,2025-03-13 16:21:32,M17,Mataram,78.435788,127.050232,75,61,Linux,MobileApp,Kredit,Success,1,4562230.592822526,86,0,0
TX007301,32502.83,2025-06-07 18:54:22,M65,Pekanbaru,10.707945,-20.385139,130,40,Mac,Web,QR Payment,Success,1,3047603.396043448,77,1,0
TX009857,3297503.91,2025-07-31 23:38:45,M1076,Prabumulih,50.603091,-84.166582,187,24,Unknown,EDC,Kredit,Success,4,1517617.8159834465,5,0,1
TX005605,64697.92,2025-05-01 09:27:56,M189,Parepare,-54.4038335,-73.832848,223,40,iOS,MobileApp,QR Payment,Success,1,1212424.7738300802,95,0,0
TX009813,1672137.04,2025-07-30 23:22:39,M1033,Sukabumi,34.9877615,-153.209506,244,43,Android,Web,Transfer,Failed,6,7894206.997165151,2,0,1
TX005786,147409.55,2025-05-05 22:21:19,M174,Tarakan,-47.5344455,35.164803,348,32,Mac,MobileApp,QR Payment,Success,1,788137.2301096951,69,0,0
TX008518,101051.09,2025-07-03 16:33:41,M18,Mataram,73.291790,-11.277172,82,50,iOS,EDC,Tarik Tunai,Success,1,4838479.821316156,60,0,0
TX006850,34193.53,2025-05-28 12:28:54,M143,Parepare,-12.1936655,144.296697,412,70,Linux,Web,QR Payment,Success,1,13949248.519106438,55,0,0
TX001516,51508.47,2025-02-02 08:31:12,M22,Padangpanjang,6.564236,-37.261941,220,45,iOS,MobileApp,QR Payment,Success,1,3112357.522909374,29,1,0
TX005098,20306.03,2025-04-20 15:29:15,M134,Batam,-15.206363,-56.535770,323,67,Linux,MobileApp,QR Payment,Success,1,3075952.8677645144,49,1,0
TX007636,79070.16,2025-06-14 16:54:53,M119,Bau-Bau,31.835944,-3.799185,112,22,Windows,Web,Kredit,Success,1,9633685.513221804,111,1,0
TX009085,110070.52,2025-07-15 06:54:33,M19,Bukittinggi,-60.037034,-66.941332,49,32,Android,MobileApp,Tarik Tunai,Success,1,2475386.546562957,68,0,0
TX008023,53763.68,2025-06-22 13:07:02,M16,Banda Aceh,-33.6428105,10.250236,278,37,Mac,Web,Tarik Tunai,Success,1,2067328.7490175455,87,1,0
TX002392,54006.02,2025-02-21 13:13:14,M150,Kendari,-71.744310,-15.144348,18,27,iOS,MobileApp,Tarik Tunai,Success,1,406614.5311326904,99,0,0
TX000586,113133.31,2025-01-13 14:41:00,M30,Tual,-80.5907505,101.051266,385,37,Android,MobileApp,Transfer,Success,1,1749558.5279701068,92,0,0
TX003519,24291.37,2025-03-16 16:10:35,M95,Pekanbaru,-26.0928095,-76.905735,224,61,iOS,MobileApp,Tarik Tunai,Success,1,1109169.7848476975,100,1,0
TX007653,38451.81,2025-06-14 16:48:51,M56,Tomohon,-79.290763,76.054427,436,32,Mac,ATM,Tarik Tunai,Success,1,1535452.5779802683,29,1,0
TX008946,45293.0,2025-07-12 10:23:13,M47,Padang Sidempuan,-7.797617,-76.636382,28,53,Windows,MobileApp,Debit,Success,1,2354247.0340403314,41,1,0
TX000850,31289.42,2025-01-18 22:21:24,M161,Binjai,23.435677,141.067161,15,66,iOS,MobileApp,QR Payment,Success,1,20806489.359559666,83,1,0
TX000335,20984.4,2025-01-07 17:26:38,M36,Tegal,11.874764,-83.116654,198,26,Windows,EDC,QR Payment,Success,1,12637931.944690065,33,0,0
TX006634,134776.96,2025-05-23 13:42:17,M182,Tanjungbalai,21.030486,29.840029,167,50,Android,Web,QR Payment,Success,1,2687184.1204999005,13,0,0
TX008972,60899.31,2025-07-13 16:55:31,M6,Semarang,-53.5556715,11.203917,459,37,Android,ATM,Kredit,Success,1,3908359.7200542614,42,1,0
TX007493,33085.56,2025-06-11 09:49:19,M63,Sukabumi,-20.233142,35.166602,12,44,iOS,MobileApp,QR Payment,Success,1,3619415.0500253933,58,0,0
TX002868,23447.62,2025-03-02 09:53:08,M194,Dumai,-75.003918,159.331888,375,19,Linux,MobileApp,Tarik Tunai,Success,1,822586.8577492597,56,1,0
TX004872,131735.75,2025-04-15 19:06:16,M103,Sabang,24.8499855,30.372636,238,48,iOS,ATM,QR Payment,Success,3,4330900.128952497,91,0,0
TX003550,57701.0,2025-03-17 17:24:26,M2,Tidore Kepulauan,-82.5282545,-13.065820,332,62,iOS,MobileApp,Transfer,Success,1,3578428.0530802077,47,0,0
TX003842,87290.01,2025-03-23 11:50:12,M129,Binjai,-38.872345,103.787323,171,43,Android,MobileApp,Tarik Tunai,Success,1,1881750.2908431583,67,1,0
TX007262,90119.18,2025-06-06 14:38:34,M144,Bima,-14.9818115,-55.299073,365,39,Mac,Web,Kredit,Failed,1,1138777.3812288565,35,0,0
TX005824,98748.44,2025-05-06 17:03:30,M22,Tasikmalaya,25.7612375,-20.625738,240,40,Windows,EDC,QR Payment,Success,1,1158529.4829279738,25,0,0
TX000023,27995.07,2025-01-01 08:34:30,M89,Singkawang,-4.332422,-5.833031,228,65,iOS,MobileApp,Transfer,Success,1,1132964.7821456364,79,0,0
TX001453,22406.29,2025-02-01 22:07:17,M181,Palu,-71.7833775,126.531902,352,39,Mac,MobileApp,QR Payment,Success,1,5970038.0138557805,116,1,0
TX001684,18231.44,2025-02-05 12:31:27,M132,Sungai Penuh,-65.484807,172.596044,414,33,Android,MobileApp,Tarik Tunai,Success,1,2448033.492442361,42,0,0
TX002310,186414.05,2025-02-19 11:19:06,M144,Kotamobagu,75.8821115,24.950113,148,28,Mac,MobileApp,Kredit,Success,1,4258626.374744761,29,0,0
TX009063,56707.95,2025-07-15 21:53:28,M189,Malang,25.033698,-112.583855,31,30,Android,MobileApp,Kredit,Success,1,931643.242945725,75,0,0
TX009406,25219.22,2025-07-22 20:41:13,M61,Kota Administrasi Jakarta Timur,-43.915897,127.452685,174,20,Linux,MobileApp,Debit,Success,1,2615476.1746315053,27,0,0
TX000381,52012.45,2025-01-08 23:05:40,M138,Batu,79.8503955,-108.320058,205,50,Mac,Web,QR Payment,Success,1,1009662.0151992462,45,0,0
TX005814,41917.47,2025-05-06 15:16:07,M86,Pasuruan,68.748079,-93.429337,242,32,Android,Web,QR Payment,Success,1,746471.0430015094,16,0,0
TX005550,102409.11,2025-04-30 13:26:07,M20,Cimahi,42.4053725,-105.138306,59,52,Windows,MobileApp,Transfer,Success,1,6831491.228269369,42,0,0
TX009308,57910.45,2025-07-20 11:37:54,M177,Batu,-3.196375,-9.686679,143,46,Linux,MobileApp,Transfer,Success,1,5829443.474899817,109,1,0
TX001618,79211.16,2025-02-04 11:23:39,M111,Kotamobagu,75.8821115,24.950113,148,28,Mac,MobileApp,Debit,Success,1,4365829.258539775,109,0,0
TX000789,63199.07,2025-01-17 17:57:20,M125,Surabaya,69.823560,-154.339467,50,69,Windows,Web,QR Payment,Success,1,2083312.756887639,33,0,0
TX005983,38612.95,2025-05-09 03:53:40,M169,Makassar,-77.102322,-114.637625,477,69,Linux,MobileApp,Tarik Tunai,Success,1,9953392.054891849,114,0,0
TX008672,142801.43,2025-07-06 10:04:38,M173,Magelang,-60.922886,-63.610012,493,28,iOS,MobileApp,Debit,Success,1,7717710.474853403,58,1,0
TX004475,48004.56,2025-04-06 15:02:22,M175,Banjarmasin,77.941686,95.215158,45,42,Windows,Web,QR Payment,Success,1,8563804.711496353,96,1,0
TX005606,63447.7,2025-05-01 13:25:41,M118,Kendari,-71.744310,-15.144348,18,27,iOS,MobileApp,Kredit,Success,3,397172.8477125829,63,0,0
TX009312,347276.03,2025-07-20 12:19:33,M36,Kota Administrasi Jakarta Pusat,-72.4772705,-33.353457,276,61,iOS,MobileApp,Tarik Tunai,Success,1,3868822.941732902,35,1,0
TX005648,308536.14,2025-05-02 15:13:23,M34,Palembang,-75.6149945,-137.405489,110,46,Android,MobileApp,QR Payment,Success,1,196676.5595707146,101,0,0
TX006216,146737.78,2025-05-14 20:13:58,M193,Palembang,69.6177265,-112.285533,135,64,Windows,MobileApp,Kredit,Success,1,630994.6665980262,68,0,0
TX002286,223561.51,2025-02-18 12:43:14,M2,Pekanbaru,-63.5681195,131.905121,53,54,Windows,Web,Tarik Tunai,Failed,1,3668999.3269594624,17,0,0
TX009993,803474.84,2025-07-31 04:44:15,M1038,Kediri,56.6297775,101.357757,482,68,Android,ATM,Transfer,Success,9,13799145.327911334,6,0,1
TX007578,106400.7,2025-06-13 03:53:33,M191,Kota Administrasi Jakarta Timur,3.5635175,-15.625367,434,46,Android,MobileApp,Transfer,Success,1,24296304.155954838,96,0,0
TX001183,150681.39,2025-01-25 22:18:36,M101,Jambi,9.5203975,58.729113,103,34,Linux,MobileApp,Debit,Success,1,5313833.73071293,23,1,0
TX006001,16552.32,2025-05-10 16:43:21,M168,Mataram,48.2470785,-32.810722,341,66,Linux,ATM,QR Payment,Success,1,5316181.416004348,78,1,0
TX005090,48235.11,2025-04-20 13:53:22,M110,Bukittinggi,29.2546545,44.347685,270,60,Mac,MobileApp,Transfer,Failed,1,1008075.8237663236,37,1,0
TX002516,107596.57,2025-02-23 10:58:11,M59,Bekasi,34.573669,97.496772,445,35,Windows,MobileApp,Tarik Tunai,Success,1,5321449.677343631,76,1,0
TX004122,44297.31,2025-03-30 12:32:16,M141,Payakumbuh,78.296149,-91.129763,107,63,Windows,MobileApp,QR Payment,Success,1,6938563.301879983,36,1,0
TX005521,184042.07,2025-04-29 15:37:30,M69,Tarakan,-54.115696,21.087260,409,57,Linux,MobileApp,Kredit,Success,1,9303407.407527458,93,0,0
TX005627,50805.32,2025-05-02 11:42:23,M164,Bukittinggi,-3.559551,-179.254264,336,52,Mac,Web,QR Payment,Success,1,2203966.038897798,46,0,0
TX008360,207294.37,2025-06-30 23:14:24,M198,Tangerang Selatan,-4.8918055,19.962831,462,20,Android,Web,Debit,Success,1,505403.6608432381,118,0,0
TX005872,165214.92,2025-05-07 10:32:28,M38,Padangpanjang,-14.7912705,-100.583237,111,33,iOS,MobileApp,Transfer,Success,1,486448.9269099911,113,0,0
TX008612,38316.43,2025-07-05 06:13:20,M106,Pangkalpinang,65.686469,30.472355,5,23,Linux,MobileApp,Kredit,Success,1,2013570.2229985115,67,1,0
TX007727,59409.53,2025-06-16 14:32:41,M86,Binjai,23.435677,141.067161,15,66,iOS,MobileApp,QR Payment,Success,1,20778369.247057762,46,0,0
TX005968,60784.6,2025-05-09 10:29:00,M192,Sawahlunto,-29.484995,63.219719,402,70,Mac,MobileApp,Transfer,Success,1,2338852.0254317173,24,0,0
TX001180,34374.72,2025-01-25 10:54:50,M138,Sorong,-83.137587,-36.586475,320,46,Windows,MobileApp,Kredit,Success,1,17314210.63136496,108,1,0
TX008762,43876.72,2025-07-08 16:59:51,M175,Tasikmalaya,0.8700635,-109.185923,354,47,iOS,MobileApp,Transfer,Success,1,17787253.356817033,48,0,0
TX008235,76315.74,2025-06-27 06:20:51,M154,Kota Administrasi Jakarta Timur,-68.7094355,42.687518,149,49,Mac,Web,QR Payment,Success,1,6059348.141588489,100,0,0
TX002818,52528.47,2025-03-01 08:14:48,M110,Pekanbaru,-26.0928095,-76.905735,224,61,iOS,MobileApp,Kredit,Success,1,1080932.6802479597,79,1,0
TX009964,1439134.65,2025-07-31 00:10:31,M1090,Binjai,22.330617,-93.387722,326,22,Unknown,ATM,Transfer,Success,4,1081083.234406841,1,0,1
TX008703,60913.79,2025-07-07 14:12:59,M92,Balikpapan,-85.067833,40.068429,158,27,iOS,MobileApp,QR Payment,Success,1,2336097.550744285,95,0,0
TX006608,66307.8,2025-05-23 23:46:18,M43,Bengkulu,-32.2347285,-75.263248,317,45,Linux,MobileApp,QR Payment,Success,1,558464.9868494282,112,0,0
TX002820,65672.78,2025-03-01 12:21:14,M147,Kupang,57.3630685,-27.916909,14,35,Android,EDC,Tarik Tunai,Success,1,2376274.2744234316,12,1,0
TX007535,73385.87,2025-06-12 11:13:15,M158,Magelang,40.8953415,54.512401,269,50,Windows,MobileApp,Kredit,Success,1,1762629.3347128646,116,0,0
TX002260,75415.64,2025-02-18 12:19:24,M49,Bontang,-39.017390,133.678255,24,69,Android,Web,Transfer,Success,1,485294.7693788167,16,0,0
TX002239,34587.58,2025-02-17 10:16:25,M52,Cirebon,57.344226,-170.445877,94,33,Android,MobileApp,Kredit,Success,1,684078.9820889329,92,0,0
TX006021,116810.21,2025-05-10 13:46:50,M49,Tegal,-58.494905,15.194240,17,39,Windows,MobileApp,Tarik Tunai,Success,1,847488.4590590063,119,1,0
TX000782,58202.79,2025-01-17 17:19:28,M121,Tanjungbalai,-71.701134,163.095943,56,27,Windows,Web,Debit,Success,1,38329284.496441424,104,0,0
TX000932,31646.5,2025-01-20 07:06:02,M19,Semarang,19.8736075,22.253659,132,64,Android,MobileApp,Debit,Success,1,907021.20668915,42,0,0
TX006202,28672.03,2025-05-14 08:36:22,M40,Banjarbaru,64.2679285,44.714998,285,46,iOS,Web,Kredit,Success,1,17449044.94989897,110,0,0
TX002412,158657.99,2025-02-21 12:13:04,M102,Tangerang,6.201120,23.038739,78,25,Windows,MobileApp,Tarik Tunai,Success,1,5091837.035757555,73,0,0
TX006997,18874.9,2025-05-31 08:41:00,M82,Tanjungbalai,-71.701134,163.095943,56,27,Windows,MobileApp,QR Payment,Success,1,38368612.38633663,10,1,0
TX009115,48245.1,2025-07-16 14:47:57,M176,Solok,-53.537946,-172.045892,441,40,Mac,ATM,QR Payment,Success,1,9239077.58960035,84,0,0
TX001156,53708.21,2025-01-25 15:58:51,M146,Dumai,-75.003918,159.331888,375,19,Linux,ATM,Kredit,Success,1,792326.2708606352,16,1,0
TX008107,58305.87,2025-06-24 20:01:42,M31,Banda Aceh,-33.6428105,10.250236,278,37,Mac,EDC,QR Payment,Success,1,2062786.5587403814,75,0,0
TX005805,108873.63,2025-05-05 09:15:26,M154,Surakarta,86.418199,33.712928,61,45,Linux,Web,Tarik Tunai,Success,1,695765.3078634244,104,0,0
TX004879,71883.26,2025-04-15 17:36:50,M166,Tidore Kepulauan,27.193995,25.985612,235,35,iOS,ATM,Transfer,Success,1,255235.5842557561,72,0,0
TX003309,24017.11,2025-03-12 23:02:36,M134,Balikpapan,-27.891810,33.718647,207,23,Mac,MobileApp,Tarik Tunai,Success,1,1522496.1789095488,31,0,0
TX008961,107716.4,2025-07-12 16:24:06,M1,Sawahlunto,-62.340235,-132.852285,4,61,Linux,MobileApp,QR Payment,Success,1,5516319.206169259,110,1,0
TX001702,124728.21,2025-02-06 14:30:06,M107,Pematangsiantar,41.326064,-45.913161,35,24,Mac,Web,Transfer,Success,1,15093988.125808323,106,0,0
TX002492,24703.49,2025-02-23 11:35:34,M69,Madiun,-29.5034115,108.735421,55,43,Mac,MobileApp,Kredit,Success,1,3158778.5078505287,105,1,0
TX003706,139157.19,2025-03-20 08:53:26,M77,Cimahi,42.4053725,-105.138306,59,52,Windows,MobileApp,Kredit,Success,1,6794743.153253558,10,0,0
TX008276,30771.43,2025-06-28 10:49:00,M96,Metro,14.1776665,148.222006,268,64,Windows,MobileApp,Tarik Tunai,Success,1,2194622.3945723334,48,1,0
TX000286,56122.45,2025-01-06 09:30:17,M12,Bontang,65.5790095,102.484362,290,60,Linux,MobileApp,Debit,Success,1,2101919.9803101574,45,0,0
TX001608,62192.01,2025-02-04 10:04:13,M153,Batam,-66.175470,-70.594585,54,31,Mac,MobileApp,Debit,Success,1,2972298.464097251,49,0,0
TX006631,554477.96,2025-05-23 13:28:31,M106,Probolinggo,-11.180966,143.473268,239,30,Mac,Web,Transfer,Success,1,9460325.586444605,41,0,0
TX008278,111961.16,2025-06-28 12:01:17,M66,Samarinda,-33.751309,36.493839,10,19,Linux,MobileApp,QR Payment,Success,1,2496376.593538391,16,1,0
TX007315,48877.91,2025-06-07 11:41:32,M156,Bandar Lampung,72.8939845,125.754124,485,46,Windows,MobileApp,Kredit,Success,1,1605521.0590494552,49,1,0
TX002252,173944.34,2025-02-18 13:30:51,M169,Pematangsiantar,-52.6676895,-130.834741,471,34,Mac,Web,QR Payment,Success,1,2786423.638123826,76,0,0
TX007415,77134.3,2025-06-09 10:10:25,M126,Banjarbaru,64.2679285,44.714998,285,46,iOS,Web,QR Payment,Success,1,17400582.679620635,51,0,0
TX008365,49083.19,2025-06-30 09:54:12,M76,Medan,23.972526,-44.533975,80,47,Android,Web,Tarik Tunai,Success,1,7132889.159362335,94,0,0
TX001891,29564.29,2025-02-10 15:20:57,M10,Palu,-71.7833775,126.531902,352,39,Mac,MobileApp,Tarik Tunai,Success,1,5962880.018446905,100,0,0
TX005062,79055.97,2025-04-19 16:32:40,M167,Sabang,5.856897,103.091590,490,66,iOS,MobileApp,Kredit,Success,1,4923490.139305734,62,1,0
TX006120,61830.65,2025-05-12 09:07:12,M32,Kota Administrasi Jakarta Timur,-68.7094355,42.687518,149,49,Mac,EDC,Kredit,Success,1,6073833.226344397,52,0,0
TX000563,21543.26,2025-01-12 15:51:08,M36,Tasikmalaya,61.9410725,-143.201306,231,44,Android,ATM,Tarik Tunai,Success,1,4027454.3792444062,105,1,0
TX000291,11321.95,2025-01-06 07:27:14,M20,Surabaya,69.823560,-154.339467,50,69,Windows,Web,Transfer,Success,1,2135189.8812848674,88,0,0
TX004716,71019.75,2025-04-11 16:58:35,M155,Dumai,-89.399778,-9.343164,461,26,Windows,Web,Tarik Tunai,Success,1,1552130.1242014691,43,0,0
TX007708,26070.2,2025-06-15 11:55:39,M100,Cirebon,-69.906684,-23.062118,337,44,Android,Web,Transfer,Success,1,1475742.3642455733,105,1,0
TX006349,29739.15,2025-05-17 12:18:51,M47,Palopo,-69.4813445,8.655747,44,28,Mac,MobileApp,Debit,Success,1,5431943.258132607,21,1,0
TX000169,76065.14,2025-01-04 06:33:22,M33,Tarakan,-47.5344455,35.164803,348,32,Mac,MobileApp,QR Payment,Success,1,859481.6363079075,33,1,0
TX000267,439414.88,2025-01-06 09:46:30,M195,Pasuruan,-19.907821,123.515885,411,47,Mac,MobileApp,Transfer,Success,1,1834836.3752493705,57,0,0
TX004638,60526.59,2025-04-10 15:06:52,M181,Makassar,-40.402620,-150.358642,478,37,Android,Web,Kredit,Success,1,5101053.035043667,61,0,0
TX007077,10527.06,2025-06-02 07:55:10,M78,Sungai Penuh,-26.2897275,-16.997558,71,56,Mac,MobileApp,Transfer,Success,1,3921375.023489477,75,0,0
TX003355,30386.63,2025-03-13 13:37:26,M130,Bima,-14.9818115,-55.299073,365,39,Mac,MobileApp,Tarik Tunai,Success,1,1198509.931463638,79,0,0
TX008279,38900.53,2025-06-28 16:49:46,M16,Batam,-68.5797145,121.567993,496,18,Mac,MobileApp,Tarik Tunai,Success,1,1613956.2871223977,34,1,0
TX000315,48546.53,2025-01-07 11:57:51,M138,Bogor,26.7766385,-126.131507,359,23,Mac,MobileApp,QR Payment,Success,1,3039515.8038971154,20,0,0
TX006728,78504.31,2025-05-25 16:50:41,M164,Meulaboh,28.4617615,-114.238451,306,67,Mac,MobileApp,Transfer,Success,1,982271.3530795273,95,1,0
TX009495,64195.44,2025-07-24 16:05:44,M77,Bogor,-42.123686,-37.257231,360,26,Mac,MobileApp,QR Payment,Success,1,526958.4188910389,90,0,0
TX004067,50820.1,2025-03-28 13:46:12,M179,Langsa,8.850079,88.103804,39,40,iOS,MobileApp,Transfer,Success,1,397127.29825276614,57,0,0
TX000245,41540.47,2025-01-06 20:08:46,M58,Bukittinggi,29.2546545,44.347685,270,60,Mac,Web,Debit,Success,1,1014770.4606083562,48,0,0
TX000252,23612.58,2025-01-06 20:58:46,M148,Surakarta,49.1516505,-69.801785,417,54,Linux,MobileApp,Transfer,Success,1,4108150.341535597,108,0,0
TX001111,38649.12,2025-01-24 16:07:20,M140,Bandar Lampung,72.8939845,125.754124,485,46,Windows,MobileApp,Tarik Tunai,Success,1,1615749.8565425498,41,0,0
TX004801,68020.46,2025-04-13 17:39:00,M55,Pekalongan,13.018209,-0.483284,295,27,Android,MobileApp,QR Payment,Success,1,1959537.2972428298,52,1,0
TX001713,22285.48,2025-02-06 16:16:49,M76,Palu,35.006580,2.772085,47,32,Windows,MobileApp,Debit,Success,1,734235.1257155589,116,0,0
TX000050,199735.75,2025-01-02 14:34:07,M117,Palembang,69.6177265,-112.285533,135,64,Windows,Web,Transfer,Success,1,577996.7016782329,96,0,0
TX001835,30878.45,2025-02-09 18:53:39,M112,Banjar,-73.481414,125.002524,371,32,Android,ATM,Tarik Tunai,Success,1,3324553.438602401,104,1,0
TX007896,138927.7,2025-06-19 20:53:18,M30,Bima,-87.2531285,-142.663329,390,22,Linux,MobileApp,Debit,Success,1,721044.7532236456,10,0,0
TX003383,89125.33,2025-03-13 08:05:03,M31,Metro,34.4769305,11.881402,43,52,iOS,Web,QR Payment,Success,1,4452298.365713144,75,0,0
TX006410,31441.83,2025-05-18 09:07:35,M153,Malang,-40.622789,-16.579846,125,54,Mac,MobileApp,Tarik Tunai,Success,1,8153952.522680567,14,1,0
TX004313,53358.31,2025-04-03 23:22:58,M127,Tanjungbalai,-79.177083,-100.617947,165,50,Linux,ATM,Transfer,Success,1,1279379.1500371764,49,0,0
TX000872,48516.14,2025-01-19 13:39:16,M94,Blitar,1.985030,20.411659,458,41,iOS,MobileApp,Tarik Tunai,Success,1,3891160.1668877397,95,1,0
TX001254,103521.87,2025-01-27 20:37:15,M127,Ternate,25.6232625,-23.900799,305,66,Android,ATM,QR Payment,Success,1,2988746.031993895,59,0,0
TX008881,43423.87,2025-07-11 20:36:45,M177,Binjai,30.7643915,93.555407,259,30,Windows,MobileApp,QR Payment,Success,1,6886692.2205618275,100,0,0
TX005851,18053.31,2025-05-07 20:59:33,M33,Binjai,74.488034,36.738725,196,18,Linux,ATM,Debit,Success,1,20390379.89451846,25,0,0
TX005702,41953.22,2025-05-03 08:24:53,M9,Singkawang,-74.567124,-89.477597,380,47,Windows,Web,Debit,Success,1,3651268.809710956,105,1,0
TX008103,21213.74,2025-06-24 12:47:18,M9,Surabaya,32.1794055,-106.424307,284,47,Mac,MobileApp,Kredit,Success,1,2278939.985437364,41,0,0
TX002098,74639.42,2025-02-14 13:12:49,M28,Denpasar,26.4354335,-21.605515,93,41,Windows,MobileApp,Kredit,Success,1,2964761.7970555252,74,0,0
TX005128,105848.43,2025-04-21 11:44:45,M60,Metro,34.4769305,11.881402,43,52,iOS,MobileApp,Kredit,Failed,1,4435575.264158219,24,0,0
TX000248,20028.03,2025-01-06 14:02:51,M170,Kendari,36.890701,146.269580,57,26,iOS,Web,Tarik Tunai,Success,1,4399517.118860009,12,0,0
TX006561,87408.33,2025-05-22 16:09:24,M65,Palembang,-86.3067005,3.845848,11,30,Linux,MobileApp,Debit,Success,1,699016.0226874483,112,0,0
TX001339,48092.57,2025-01-29 09:12:27,M198,Batam,-54.2257415,55.358002,433,59,Mac,MobileApp,Tarik Tunai,Success,1,4519317.097821939,67,0,0
TX007017,225849.73,2025-06-01 15:59:24,M17,Banjarbaru,76.6989315,85.133269,307,32,iOS,MobileApp,Tarik Tunai,Success,1,3494101.74819873,82,1,0
TX002110,57198.57,2025-02-14 10:46:30,M185,Madiun,71.509825,-13.474359,166,28,Android,EDC,QR Payment,Success,1,1603648.4550954043,15,0,0
TX001569,98123.44,2025-02-03 09:00:48,M165,Tomohon,-31.857953,-143.631683,423,69,Windows,MobileApp,Debit,Success,1,37985698.915625714,108,0,0
TX001726,14366.6,2025-02-06 13:33:27,M28,Cimahi,82.791133,-165.355943,252,34,Android,MobileApp,Debit,Success,1,1994084.9609351438,24,0,0
TX008384,129023.42,2025-06-30 23:54:08,M12,Magelang,40.8953415,54.512401,269,50,Windows,MobileApp,Kredit,Success,1,1706991.783109683,115,0,0
TX006940,105410.51,2025-05-30 18:26:42,M107,Cilegon,-39.954697,9.390504,418,60,Mac,Web,QR Payment,Success,1,1099174.842294344,33,0,0
TX004395,42626.66,2025-04-04 10:44:34,M155,Manado,-62.1303215,-124.510343,85,58,Linux,MobileApp,Tarik Tunai,Success,1,1403196.9851371,104,0,0
TX002420,52114.41,2025-02-21 16:11:37,M103,Cilegon,86.7778725,167.527308,208,35,Android,MobileApp,Transfer,Success,1,3617784.353535514,54,0,0
TX003045,38220.48,2025-03-06 11:44:59,M173,Sawahlunto,-62.340235,-132.852285,4,61,Linux,MobileApp,Tarik Tunai,Success,1,5585815.124822453,33,0,0
TX005503,158971.46,2025-04-29 07:12:09,M62,Samarinda,-87.127424,-157.665188,325,35,Mac,MobileApp,QR Payment,Success,1,9926081.989205567,43,0,0
TX003703,183601.2,2025-03-20 13:54:29,M67,Kota Administrasi Jakarta Barat,45.576053,-142.964538,180,33,Windows,MobileApp,Tarik Tunai,Success,1,14954704.83937213,12,0,0
TX008191,127846.15,2025-06-26 14:13:13,M72,Tanjungbalai,66.634738,-36.940783,140,45,iOS,MobileApp,Tarik Tunai,Success,1,6210514.204381996,93,0,0
