amount,timestamp,merchant,location,user_id,is_true_anomaly
440705.28,2025-11-23 16:35:00,Transportasi,Bima,40,0
168428.39,2025-12-10 18:10:00,Tagihan,Solok,375,0
75881.32,2025-05-29 19:33:00,Transportasi,Singkawang,368,0
106954.97,2025-07-17 16:56:00,Restoran,Banda Aceh,157,0
212086.25,2025-04-02 22:18:00,Transportasi,Solok,471,0
371106.23,2025-10-21 16:00:00,Kafe,Bontang,293,0
402886.72,2025-05-15 13:05:00,Restoran,Payakumbuh,53,0
257706.79,2025-01-16 16:57:00,Restoran,Depok,78,0
258686.14,2025-01-14 10:34:00,Restoran,Yogyakarta,160,0
86980.39,2025-08-02 21:03:00,Kafe,Singkawang,475,0
356211.51,2025-02-13 04:45:00,Toko Online,Tasikmalaya,149,0
67679.06,2025-07-12 07:51:00,Kafe,Cilegon,454,0
469058.94,2025-04-22 22:14:00,Toko Online,Denpasar,96,0
253843.67,2025-08-06 18:59:00,Kafe,Palu,127,0
489001.96,2025-12-16 11:13:00,Tagihan,Banjar,465,0
373001.42,2025-09-02 03:10:00,Supermarket,Kediri,65,0
226256.35,2026-02-13 18:34:00,Tagihan,Subulussalam,116,0
410629.18,2025-12-06 23:08:00,Kafe,Madiun,165,0
475898.22,2025-10-13 11:08:00,Supermarket,Bontang,472,0
599269.84,2025-01-12 15:50:00,Kafe,Probolinggo,275,0
265350.07,2025-01-11 00:24:00,Restoran,Blitar,491,0
508056.57,2026-02-07 00:42:00,Tagihan,Cimahi,419,0
88781.91,2025-01-23 00:18:00,Transportasi,Kota Administrasi Jakarta Selatan,152,0
207273.03,2025-08-20 07:02:00,Toko Online,Palembang,420,0
400322.83,2025-07-25 02:11:00,Restoran,Tanjungbalai,228,0
455009.53,2025-06-25 10:03:00,Toko Online,Mataram,16,0
437902.34,2025-12-19 18:40:00,Toko Online,Kota Administrasi Jakarta Utara,290,0
120473.74,2025-04-13 02:36:00,Transportasi,Langsa,204,0
250934.49,2025-06-17 05:56:00,Transportasi,Payakumbuh,374,0
83801.71,2025-09-22 15:46:00,Kafe,Surabaya,483,0
39457.73,2025-08-21 17:43:00,Tagihan,Balikpapan,95,0
412651.73,2025-02-24 06:17:00,Toko Online,Serang,25,0
298682.6,2025-05-14 12:07:00,Toko Online,Kota Administrasi Jakarta Barat,281,0
513273.68,2025-07-23 23:45:00,Supermarket,Gorontalo,7,0
97190.03,2025-11-21 20:50:00,Transportasi,Cirebon,346,0
319281.26,2025-11-02 21:05:00,Kafe,Bengkulu,82,0
345121.29,2025-12-11 21:03:00,Kafe,Sabang,321,0
469188.27,2025-06-28 07:53:00,Supermarket,Metro,256,0
279478.62,2025-05-15 14:50:00,Tagihan,Balikpapan,38,0
367223.35,2025-11-13 16:46:00,Toko Online,Pagaralam,146,0
123964.19,2025-07-27 16:48:00,Tagihan,Kupang,46,0
111216.77,2025-10-02 12:32:00,Restoran,Binjai,329,0
224812.0,2025-03-26 19:18:00,Restoran,Tangerang,327,0
307464.54,2025-07-09 11:37:00,Restoran,Kendari,184,0
359178.61,2025-04-03 03:53:00,Supermarket,Tidore Kepulauan,242,0
226160.42,2025-04-24 15:32:00,Tagihan,Blitar,14,0
585360.98,2025-07-19 00:41:00,Restoran,Makassar,190,0
371109.8,2025-12-24 14:33:00,Restoran,Bima,455,0
110391.15,2025-01-06 23:55:00,Restoran,Padangpanjang,318,0
28013.82,2026-02-19 05:13:48,Toko Tidak Dikenal,Pontianak,175,1
168544.07,2025-04-28 18:06:00,Kafe,Prabumulih,399,0
636472.43,2025-08-08 08:16:00,Toko Online,Solok,28,0
299722.28,2025-08-29 12:16:00,Supermarket,Padang,256,0
49315.7,2025-10-04 20:12:00,Supermarket,Singkawang,81,0
81670.69,2025-11-14 22:09:00,Tagihan,Tarakan,91,0
341749.61,2025-01-09 02:51:00,Transportasi,Mojokerto,217,0
28235.09,2025-03-25 13:18:00,Restoran,Balikpapan,303,0
562001.1,2025-08-11 00:04:00,Toko Online,Payakumbuh,198,0
302843.84,2025-12-27 06:41:00,Restoran,Palangkaraya,132,0
496867.77,2025-07-10 19:10:00,Kafe,Bitung,348,0
760149.6,2026-02-19 06:08:14,Barang Mewah,Parepare,60,1
216388.9,2025-04-09 05:25:00,Kafe,Dumai,294,0
379367.22,2025-08-22 04:36:00,Tagihan,Padang Sidempuan,103,0
427840.09,2025-08-21 09:21:00,Kafe,Sorong,263,0
494750.25,2025-12-25 21:55:00,Tagihan,Tegal,233,0
286177.61,2025-03-26 01:02:00,Restoran,Payakumbuh,470,0
455831.33,2025-02-16 01:45:00,Toko Online,Denpasar,154,0
138273.2,2025-11-08 06:37:00,Transportasi,Parepare,104,0
440786.55,2025-02-27 02:52:00,Restoran,Serang,112,0
807585.29,2025-05-20 16:29:00,Toko Online,Kotamobagu,262,0
496042.97,2025-02-21 10:44:00,Toko Online,Kotamobagu,75,0
108451.07,2025-09-24 11:10:00,Toko Online,Jambi,353,0
561391.5,2025-04-23 12:46:00,Restoran,Pariaman,105,0
88248.94,2025-02-25 09:04:00,Transportasi,Sabang,417,0
80801.12,2025-03-21 23:06:00,Toko Online,Serang,169,0
88079.62,2025-11-09 08:21:00,Transportasi,Kediri,362,0
337223.27,2025-07-17 03:39:00,Transportasi,Purwokerto,271,0
73946.44,2025-06-23 02:29:00,Tagihan,Kupang,109,0
142894.89,2025-09-19 23:22:00,Restoran,Pasuruan,446,0
329112.21,2025-03-31 16:57:00,Tagihan,Kotamobagu,44,0
319835.29,2026-01-09 17:01:00,Supermarket,Langsa,87,0
437941.41,2025-03-19 16:37:00,Kafe,Bontang,300,0
198319.61,2025-01-15 04:50:00,Tagihan,Balikpapan,215,0
289764.53,2025-03-21 12:03:00,Kafe,Payakumbuh,260,0
84376.62,2025-01-14 14:37:00,Toko Online,Madiun,289,0
95885.33,2025-12-14 13:04:00,Restoran,Sabang,273,0
163431.59,2025-11-11 08:27:00,Transportasi,Purwokerto,400,0
101419.48,2025-09-26 11:59:00,Restoran,Pariaman,186,0
216654.51,2025-03-11 10:45:00,Toko Online,Sungai Penuh,194,0
388753.41,2025-08-10 04:24:00,Supermarket,Parepare,122,0
110381.89,2025-10-12 19:23:00,Toko Online,Bandar Lampung,317,0
549631.16,2025-02-24 14:05:00,Kafe,Probolinggo,482,0
141749.96,2025-06-19 12:37:00,Restoran,Palu,417,0
252113.83,2025-01-13 03:43:00,Supermarket,Ambon,189,0
199435.29,2025-11-30 04:52:00,Toko Online,Samarinda,392,0
139034.64,2025-02-22 15:16:00,Kafe,Solok,313,0
397097.73,2025-09-13 00:50:00,Kafe,Bekasi,19,0
298668.68,2025-12-13 08:05:00,Transportasi,Payakumbuh,435,0
54242.0,2025-05-13 12:31:00,Kafe,Probolinggo,499,0
139255.64,2026-01-01 21:13:00,Tagihan,Medan,406,0
350587.37,2025-12-28 09:02:00,Tagihan,Langsa,452,0
493509.74,2025-04-20 14:14:00,Transportasi,Kotamobagu,419,0
69025.27,2025-09-28 21:34:00,Transportasi,Banjarmasin,312,0
270284.42,2025-06-02 15:08:00,Toko Online,Kendari,298,0
358901.92,2025-12-10 14:19:00,Tagihan,Bandung,470,0
120184.46,2025-12-24 23:58:00,Toko Online,Purwokerto,458,0
280329.78,2025-11-18 01:19:00,Transportasi,Sawahlunto,334,0
107895.2,2025-03-17 00:58:00,Restoran,Sukabumi,292,0
72053.12,2025-02-14 05:24:00,Supermarket,Lubuklinggau,107,0
383939.06,2025-11-24 06:46:00,Kafe,Blitar,9,0
408385.16,2025-02-19 06:50:00,Kafe,Batam,427,0
130122.18,2026-01-15 19:00:00,Transportasi,Pematangsiantar,104,0
108791.05,2025-01-30 16:06:00,Restoran,Bandung,318,0
146046.84,2025-02-25 20:28:00,Tagihan,Lhokseumawe,459,0
77906.81,2025-06-13 15:25:00,Kafe,Pematangsiantar,397,0
481556.72,2025-08-31 20:20:00,Toko Online,Mojokerto,459,0
366719.58,2025-04-07 10:11:00,Transportasi,Palu,364,0
380726.7,2025-07-12 19:02:00,Tagihan,Tanjungbalai,465,0
292910.59,2025-10-31 16:38:00,Supermarket,Sungai Penuh,6,0
318288.23,2025-05-08 11:35:00,Restoran,Bukittinggi,491,0
297524.67,2025-07-06 23:43:00,Transportasi,Surakarta,435,0
282790.28,2025-08-08 06:16:00,Transportasi,Balikpapan,392,0
153337.68,2025-09-10 01:43:00,Tagihan,Madiun,323,0
457417.13,2025-10-07 12:27:00,Kafe,Bima,105,0
389569.8,2025-06-08 22:25:00,Tagihan,Pematangsiantar,266,0
448314.64,2025-07-13 03:41:00,Kafe,Ternate,106,0
625281.27,2025-01-04 20:44:00,Transportasi,Bau-Bau,419,0
220033.38,2025-06-29 20:28:00,Restoran,Solok,498,0
486124.01,2026-02-18 04:23:25,Judi Online,Surabaya,50,1
403537.54,2025-11-05 09:41:00,Toko Online,Pariaman,251,0
384680.28,2025-05-14 13:27:00,Supermarket,Samarinda,335,0
177134.41,2025-01-13 04:45:00,Tagihan,Batam,453,0
295340.95,2025-12-26 11:17:00,Restoran,Malang,406,0
589833.78,2025-05-22 13:16:00,Supermarket,Salatiga,208,0
486338.73,2025-10-20 09:33:00,Tagihan,Salatiga,195,0
341905.22,2025-02-17 21:16:00,Transportasi,Lhokseumawe,466,0
194980.42,2025-09-19 06:39:00,Transportasi,Purwokerto,203,0
200276.6,2026-01-02 09:39:00,Toko Online,Pekanbaru,55,0
69472.13,2025-01-03 03:12:00,Toko Online,Sabang,91,0
287199.79,2025-02-03 02:54:00,Tagihan,Madiun,5,0
143197.81,2025-07-15 22:13:00,Tagihan,Pekalongan,279,0
178234.16,2025-09-27 23:53:00,Restoran,Serang,314,0
502089.58,2025-02-21 18:21:00,Tagihan,Blitar,164,0
58313.69,2026-02-14 17:23:00,Restoran,Tarakan,340,0
307681.98,2025-06-21 19:07:00,Kafe,Tebingtinggi,442,0
286471.58,2025-01-08 00:42:00,Transportasi,Kupang,135,0
455897.19,2025-09-09 02:24:00,Toko Online,Tomohon,9,0
625937.69,2026-02-19 17:23:34,Transportasi,Padang,105,1
46034.13,2025-05-13 17:00:00,Transportasi,Pematangsiantar,369,0
341703.36,2025-04-28 10:38:00,Restoran,Palangkaraya,435,0
578412.79,2025-03-20 21:07:00,Supermarket,Bitung,259,0
195582.64,2025-08-29 06:00:00,Transportasi,Sabang,276,0
236640.58,2025-01-11 15:32:00,Toko Online,Prabumulih,144,0
85669.48,2025-11-03 07:22:00,Supermarket,Lhokseumawe,331,0
61355.96,2025-09-01 17:05:00,Supermarket,Kota Administrasi Jakarta Barat,410,0
11105457.27,2026-02-20 13:40:37,Toko Online,Banjar,44,1
524489.08,2025-02-26 15:26:00,Kafe,Ambon,418,0
112835.54,2025-11-24 15:35:00,Transportasi,Bandar Lampung,200,0
45652.63,2025-02-12 01:43:00,Supermarket,Tasikmalaya,26,0
353378.58,2025-05-04 05:04:00,Supermarket,Bau-Bau,122,0
370951.42,2025-09-13 16:11:00,Tagihan,Padang,245,0
522122.94,2025-09-04 17:36:00,Supermarket,Padang Sidempuan,112,0
636693.86,2025-01-13 10:41:00,Supermarket,Yogyakarta,416,0
339087.26,2025-02-18 15:10:00,Restoran,Padang,348,0
285638.41,2025-09-06 22:47:00,Supermarket,Makassar,343,0
328080.3,2025-01-18 12:30:00,Transportasi,Lubuklinggau,78,0
121428.17,2026-02-04 07:45:00,Kafe,Tanjungbalai,127,0
232631.09,2025-08-31 03:26:00,Transportasi,Jambi,392,0
74415.82,2025-04-12 08:31:00,Toko Online,Tanjungbalai,93,0
163645.83,2025-11-24 12:47:00,Tagihan,Bandar Lampung,379,0
96060.35,2025-04-02 04:03:00,Supermarket,Cirebon,478,0
329582.97,2025-09-21 13:32:00,Tagihan,Salatiga,407,0
754457.56,2025-10-04 12:55:00,Tagihan,Tanjungbalai,485,0
459915.65,2025-12-15 11:51:00,Transportasi,Sorong,413,0
46587.46,2025-01-28 20:01:00,Kafe,Parepare,91,0
314557.14,2025-09-10 20:20:00,Transportasi,Makassar,64,0
343064.98,2025-02-22 21:02:00,Transportasi,Kediri,88,0
375730.49,2026-01-06 15:01:00,Transportasi,Pematangsiantar,165,0
167299.35,2025-08-27 00:27:00,Supermarket,Manado,136,0
281419.77,2025-10-19 15:18:00,Toko Online,Pangkalpinang,209,0
639593.36,2025-07-19 13:22:00,Toko Online,Banjarbaru,2,0
270426.43,2026-01-22 17:36:00,Toko Online,Blitar,433,0
234613.72,2025-01-18 18:53:00,Transportasi,Parepare,120,0
117963.12,2025-10-31 20:14:00,Transportasi,Tual,355,0
511988.59,2025-10-17 10:27:00,Kafe,Langsa,468,0
177847.09,2025-05-27 17:09:00,Restoran,Tual,186,0
607024.65,2025-08-30 04:58:00,Kafe,Serang,352,0
370157.74,2025-03-11 00:08:00,Transportasi,Bontang,42,0
3911004.06,2026-02-17 14:56:40,Restoran,Tanjungbalai,415,1
183516.99,2026-02-02 22:53:00,Restoran,Lubuklinggau,215,0
107998.56,2025-10-22 18:08:00,Supermarket,Parepare,491,0
446680.37,2026-01-17 19:38:00,Tagihan,Banjarmasin,467,0
385081.69,2025-04-07 15:37:00,Restoran,Banjarbaru,406,0
225457.04,2026-02-19 00:46:18,Tagihan,Prabumulih,166,1
371991.14,2026-02-03 21:59:00,Kafe,Batam,319,0
29852.27,2025-09-16 09:51:00,Supermarket,Sabang,81,0
406141.95,2025-10-02 10:23:00,Toko Online,Bitung,121,0
440072.97,2026-01-08 00:52:00,Toko Online,Padang Sidempuan,86,0
372057.98,2025-03-08 01:19:00,Transportasi,Tomohon,367,0
459732.4,2025-10-14 10:11:00,Supermarket,Malang,9,0
219741.39,2025-02-14 15:48:00,Supermarket,Pekanbaru,183,0
396376.66,2025-09-07 07:11:00,Restoran,Bontang,338,0
195479.36,2025-02-24 00:52:00,Toko Online,Kupang,102,0
21624050.48,2026-02-19 17:47:34,Tagihan,Probolinggo,198,1
243450.7,2025-04-01 00:21:00,Restoran,Yogyakarta,82,0
634176.44,2025-12-15 06:51:00,Toko Online,Kendari,9,0
342442.22,2025-03-02 21:45:00,Transportasi,Gorontalo,256,0
95240.78,2026-01-09 10:18:00,Restoran,Pontianak,270,0
357900.46,2025-10-06 03:41:00,Toko Online,Dumai,418,0
132030.7,2025-05-19 13:58:00,Kafe,Bima,87,0
144348.74,2025-11-22 20:10:00,Kafe,Sabang,31,0
285912.93,2025-08-20 20:19:00,Toko Online,Depok,489,0
336197.46,2026-01-21 02:00:00,Restoran,Kota Administrasi Jakarta Pusat,485,0
258484.68,2025-03-14 05:39:00,Toko Online,Pangkalpinang,38,0
15056.19,2025-12-29 07:18:00,Toko Online,Sawahlunto,239,0
90609.98,2025-09-03 05:24:00,Tagihan,Bukittinggi,10,0
72537.24,2025-06-14 03:41:00,Kafe,Padang Sidempuan,91,0
59782.94,2025-07-23 07:01:00,Transportasi,Banjarmasin,234,0
169287.63,2025-04-05 11:11:00,Restoran,Palopo,0,0
350199.08,2026-01-14 02:33:00,Toko Online,Dumai,329,0
254987.02,2025-09-23 17:02:00,Toko Online,Cilegon,299,0
52716.81,2025-02-26 14:17:00,Restoran,Balikpapan,384,0
120425.27,2025-07-01 06:07:00,Tagihan,Ambon,383,0
226913.64,2026-02-10 22:01:00,Transportasi,Cimahi,179,0
172044.99,2025-10-17 06:10:00,Kafe,Mataram,471,0
145157.49,2025-09-14 19:16:00,Kafe,Surakarta,101,0
264181.31,2025-09-03 10:54:00,Restoran,Bau-Bau,426,0
545635.34,2025-06-23 20:58:00,Restoran,Padang Sidempuan,432,0
166587.92,2025-07-21 03:40:00,Kafe,Kota Administrasi Jakarta Utara,341,0
66415.75,2025-08-10 16:21:00,Restoran,Bima,325,0
95469.98,2025-08-11 05:58:00,Tagihan,Magelang,390,0
350412.23,2025-01-11 06:03:00,Transportasi,Tanjungbalai,367,0
68579.64,2025-02-19 20:20:00,Tagihan,Bengkulu,370,0
546752.28,2025-12-25 14:48:00,Tagihan,Probolinggo,114,0
239370.3,2025-09-06 21:46:00,Restoran,Yogyakarta,212,0
229085.43,2025-01-04 14:26:00,Restoran,Kendari,313,0
179179.18,2025-01-24 20:00:00,Restoran,Pariaman,254,0
406999.06,2025-03-27 17:20:00,Restoran,Yogyakarta,498,0
329101.02,2025-03-24 02:24:00,Tagihan,Pontianak,208,0
198959.99,2025-11-19 05:10:00,Kafe,Prabumulih,236,0
307341.55,2025-04-07 00:12:00,Tagihan,Palopo,320,0
281649.64,2026-02-17 17:55:00,Toko Online,Banda Aceh,264,1
349703.61,2025-03-11 18:13:00,Tagihan,Singkawang,294,0
496542.06,2025-10-05 11:38:00,Supermarket,Tebingtinggi,394,0
434202.1,2025-01-20 19:52:00,Supermarket,Bau-Bau,17,0
81356.02,2025-07-07 05:10:00,Toko Online,Dumai,436,0
126147.84,2025-10-05 20:15:00,Restoran,Pematangsiantar,481,0
252481.8,2025-04-23 20:05:00,Transportasi,Parepare,330,0
242346.28,2025-11-13 07:46:00,Kafe,Bekasi,191,0
316669.41,2025-12-15 16:10:00,Kafe,Kota Administrasi Jakarta Barat,122,0
420031.36,2025-09-21 04:42:00,Toko Online,Lubuklinggau,40,0
350689.1,2025-03-15 02:22:00,Restoran,Sabang,227,0
281689.05,2025-10-24 14:30:00,Restoran,Magelang,388,0
602761.23,2025-08-09 02:22:00,Transportasi,Pagaralam,156,0
322223.63,2026-01-10 05:17:00,Kafe,Palu,324,0
380172.68,2025-03-11 04:08:00,Restoran,Pontianak,60,0
384426.93,2025-04-01 07:43:00,Tagihan,Prabumulih,5,0
567310.38,2025-03-07 04:17:00,Restoran,Kota Administrasi Jakarta Utara,485,0
338783.15,2025-12-22 02:54:00,Toko Online,Batam,433,0
141432.38,2025-03-23 02:15:00,Tagihan,Bukittinggi,250,0
90694.74,2025-02-16 15:39:00,Supermarket,Sibolga,151,0
162076.99,2025-07-23 20:29:00,Supermarket,Samarinda,46,0
363376.22,2025-01-02 03:58:00,Supermarket,Singkawang,309,0
316088.91,2025-10-21 21:44:00,Supermarket,Palu,284,0
517440.24,2025-05-08 16:16:00,Tagihan,Bandung,36,0
323389.09,2025-02-24 15:38:00,Tagihan,Surakarta,376,0
183514.95,2025-12-07 12:02:00,Toko Online,Bandung,29,0
208074.42,2025-12-18 05:09:00,Restoran,Padangpanjang,344,0
157110.01,2025-05-11 13:45:00,Supermarket,Bontang,224,0
216469.87,2025-09-08 19:02:00,Tagihan,Pasuruan,423,0
99559.43,2025-01-14 23:43:00,Restoran,Prabumulih,126,0
109173.68,2025-04-09 10:14:00,Kafe,Kediri,368,0
54248.36,2025-09-01 08:36:00,Kafe,Madiun,56,0
310389.87,2025-12-05 18:21:00,Tagihan,Madiun,164,0
359899.95,2026-01-29 20:54:00,Tagihan,Singkawang,294,0
52878.82,2025-12-14 17:59:00,Toko Online,Palu,128,0
93010.42,2026-02-12 07:16:00,Tagihan,Sukabumi,369,0
52016.44,2025-04-02 23:52:00,Restoran,Tanjungbalai,440,0
378852.36,2025-06-13 00:20:00,Toko Online,Batam,164,0
102434.95,2025-11-12 00:59:00,Transportasi,Kediri,33,0
274720.98,2025-10-19 07:01:00,Supermarket,Mataram,174,0
501955.61,2025-11-15 12:48:00,Restoran,Dumai,394,0
163853.16,2025-01-31 14:41:00,Tagihan,Tidore Kepulauan,362,0
104172.2,2025-07-24 11:35:00,Restoran,Pekanbaru,356,0
301672.27,2025-04-18 13:30:00,Supermarket,Surakarta,435,0
124843.22,2025-06-04 21:36:00,Supermarket,Ternate,358,0
626625.47,2025-03-08 11:46:00,Toko Online,Tangerang,7,0
10285300.12,2026-02-18 10:16:05,Supermarket,Tegal,308,1
341861.73,2025-11-21 22:25:00,Tagihan,Bekasi,226,0
356239.02,2025-08-26 03:51:00,Restoran,Tangerang,243,0
385105.04,2025-04-15 13:18:00,Toko Online,Malang,213,0
79402.95,2025-11-20 17:15:00,Toko Online,Kediri,128,0
503912.25,2025-06-30 15:30:00,Toko Online,Pematangsiantar,438,0
376272.29,2025-06-05 02:13:00,Toko Online,Langsa,297,0
130671.14,2025-02-09 05:28:00,Toko Online,Pekalongan,295,0
604078.8,2025-07-09 13:55:00,Kafe,Kota Administrasi Jakarta Selatan,96,0
224293.41,2025-03-25 03:35:00,Transportasi,Tebingtinggi,221,0
99489.36,2026-01-08 03:17:00,Restoran,Pasuruan,325,0
263706.17,2025-09-15 21:42:00,Tagihan,Tasikmalaya,23,0
739531.42,2025-10-08 11:04:00,Toko Online,Padang,195,0
9382.72,2025-09-19 06:49:00,Transportasi,Solok,230,0
293262.12,2025-09-27 17:32:00,Supermarket,Bima,460,0
106405.51,2025-04-11 02:00:00,Kafe,Medan,187,0
254259.3,2026-02-17 05:48:00,Kafe,Palembang,415,0
135815.6,2025-01-12 20:58:00,Kafe,Padangpanjang,31,0
294099.53,2025-09-28 15:46:00,Supermarket,Tomohon,214,0
448475.0,2025-08-02 05:57:00,Tagihan,Pekalongan,379,0
375568.83,2025-04-18 08:41:00,Toko Online,Cilegon,378,0
234085.56,2025-09-08 05:26:00,Tagihan,Tangerang Selatan,267,0
195666.97,2025-09-22 14:13:00,Transportasi,Kota Administrasi Jakarta Selatan,13,0
100321.44,2025-03-12 03:59:00,Supermarket,Lhokseumawe,11,0
233059.41,2025-05-10 02:55:00,Toko Online,Probolinggo,284,0
210743.59,2026-01-08 18:39:00,Tagihan,Semarang,497,0
252207.74,2025-01-18 18:42:00,Supermarket,Denpasar,392,0
194655.21,2025-09-14 05:45:00,Toko Online,Padangpanjang,344,0
569765.78,2025-08-27 02:52:00,Supermarket,Pekalongan,269,0
192974.33,2025-10-16 22:23:00,Supermarket,Cimahi,285,0
276648.07,2025-11-04 14:50:00,Supermarket,Malang,374,0
416133.68,2025-05-13 11:58:00,Restoran,Padang Sidempuan,238,0
295031.88,2025-02-15 14:11:00,Restoran,Tual,432,0
208413.25,2025-08-21 12:08:00,Supermarket,Batam,490,0
380005.89,2025-03-16 02:16:00,Kafe,Sabang,319,0
79127.34,2025-10-01 12:25:00,Kafe,Palembang,101,0
144332.6,2025-08-05 22:56:00,Restoran,Ambon,241,0
509508.19,2025-06-15 03:35:00,Tagihan,Makassar,442,0
30998.34,2026-01-14 08:46:00,Supermarket,Malang,312,0
490861.04,2025-10-30 04:18:00,Transportasi,Bandung,465,0
340098.03,2025-01-20 22:35:00,Restoran,Bengkulu,287,0
207574.85,2026-02-18 23:49:56,Supermarket,Sungai Penuh,195,1
97897.8,2025-01-01 21:02:00,Supermarket,Mataram,126,0
277563.49,2026-02-15 09:24:00,Toko Online,Kota Administrasi Jakarta Selatan,342,0
182047.57,2025-03-29 13:47:00,Kafe,Tarakan,270,0
536237.7,2025-11-01 01:17:00,Restoran,Pekalongan,170,0
75200.12,2025-05-18 23:29:00,Transportasi,Bengkulu,204,0
540629.1,2025-03-30 10:57:00,Tagihan,Bogor,57,0
237232.94,2025-11-16 19:58:00,Tagihan,Bandung,237,0
163913.73,2025-12-03 06:34:00,Supermarket,Surabaya,431,0
247613.61,2025-10-29 10:25:00,Tagihan,Palangkaraya,413,0
195659.65,2026-02-09 03:00:00,Transportasi,Padangpanjang,258,0
74554.94,2025-10-09 08:17:00,Kafe,Kota Administrasi Jakarta Timur,193,0
155098.06,2025-08-04 14:58:00,Supermarket,Probolinggo,268,0
288706.5,2025-11-09 09:47:00,Tagihan,Bekasi,361,0
363888.5,2025-07-15 04:41:00,Supermarket,Kupang,61,0
83952.72,2025-12-23 19:18:00,Transportasi,Tanjungpinang,391,0
130913.29,2025-03-12 08:50:00,Transportasi,Solok,185,0
135480.72,2025-04-28 08:10:00,Restoran,Banjarmasin,189,0
177102.86,2025-09-07 15:33:00,Toko Online,Palangkaraya,299,0
431672.09,2025-04-14 05:38:00,Tagihan,Bandung,433,0
164654.01,2025-05-30 17:20:00,Kafe,Palangkaraya,49,0
740609.82,2025-01-14 11:55:00,Transportasi,Palu,442,0
385765.78,2025-01-06 21:08:00,Toko Online,Palopo,290,0
237847.28,2026-02-15 21:09:00,Restoran,Sibolga,173,0
159131.73,2025-06-11 20:59:00,Transportasi,Tual,64,0
363989.37,2025-07-23 02:45:00,Tagihan,Ternate,44,0
137482.03,2026-01-02 04:45:00,Supermarket,Palopo,186,0
100913.46,2025-06-30 18:06:00,Transportasi,Padang,457,0
156974.56,2025-12-11 17:30:00,Tagihan,Sabang,79,0
74117.4,2025-07-17 00:13:00,Toko Online,Tanjungbalai,325,0
125637.59,2026-02-12 10:04:00,Transportasi,Balikpapan,218,0
218485.66,2025-09-20 16:51:00,Kafe,Makassar,291,0
264349.57,2025-07-14 17:42:00,Restoran,Sibolga,233,0
395244.95,2025-10-14 17:24:00,Supermarket,Surabaya,110,0
141080.44,2025-12-28 13:48:00,Supermarket,Bontang,477,0
238412.89,2025-01-10 18:40:00,Supermarket,Sukabumi,489,0
236264.39,2025-12-27 17:56:00,Transportasi,Binjai,423,0
295860.58,2025-09-21 02:15:00,Restoran,Tomohon,240,0
222401.66,2025-03-10 22:12:00,Transportasi,Mataram,185,0
608355.71,2025-09-04 07:15:00,Transportasi,Sibolga,198,0
386552.72,2026-02-15 03:50:00,Toko Online,Cimahi,489,0
164474.07,2025-11-14 12:11:00,Supermarket,Pontianak,13,0
128522.66,2025-08-21 01:30:00,Tagihan,Banjarmasin,10,0
249516.96,2025-09-24 23:08:00,Supermarket,Tangerang Selatan,490,0
390071.67,2025-05-20 08:49:00,Toko Online,Padangpanjang,461,0
180279.12,2025-10-04 09:59:00,Restoran,Bima,189,0
142169.67,2025-01-18 22:06:00,Supermarket,Palangkaraya,289,0
588622.95,2025-08-10 04:25:00,Kafe,Meulaboh,379,0
359753.91,2025-08-25 05:41:00,Restoran,Pangkalpinang,411,0
13141.32,2026-02-18 09:07:44,Toko Tidak Dikenal,Jambi,365,1
266991.88,2025-10-03 23:22:00,Tagihan,Depok,379,0
161493.79,2025-05-07 15:52:00,Supermarket,Pagaralam,366,0
238781.6,2025-01-20 18:56:00,Toko Online,Metro,286,0
167233.21,2025-07-23 00:10:00,Tagihan,Mataram,463,0
244260.92,2025-09-15 23:29:00,Tagihan,Lubuklinggau,175,0
464986.16,2025-06-04 17:17:00,Tagihan,Tarakan,379,0
334402.66,2026-01-08 20:23:00,Supermarket,Bandung,68,0
230762.62,2025-11-18 14:50:00,Kafe,Banda Aceh,337,0
658037.34,2025-02-28 10:20:00,Transportasi,Surakarta,217,0
346338.74,2025-02-09 11:57:00,Kafe,Payakumbuh,75,0
553145.89,2025-07-06 15:59:00,Kafe,Surabaya,395,0
503987.86,2026-01-04 17:20:00,Tagihan,Mataram,335,0
336217.23,2025-06-22 13:33:00,Restoran,Batu,130,0
88474.05,2025-05-15 04:24:00,Transportasi,Jayapura,52,0
41407.09,2025-09-07 00:53:00,Transportasi,Ternate,81,0
208011.99,2026-01-09 02:53:00,Transportasi,Banjarmasin,448,0
108572.3,2025-03-28 01:32:00,Supermarket,Kota Administrasi Jakarta Pusat,232,0
329832.8,2025-03-21 19:03:00,Kafe,Surabaya,342,0
473848.24,2025-06-11 03:39:00,Tagihan,Lhokseumawe,465,0
586484.12,2025-10-22 20:16:00,Kafe,Pariaman,497,0
197497.22,2025-10-16 10:22:00,Tagihan,Jayapura,318,0
345719.29,2025-10-29 03:27:00,Toko Online,Tangerang Selatan,7,0
220247.56,2025-08-10 14:08:00,Restoran,Kota Administrasi Jakarta Barat,228,0
67467.63,2026-02-08 07:06:00,Supermarket,Pangkalpinang,239,0
82118.33,2025-07-09 07:13:00,Tagihan,Manado,389,0
256227.41,2025-11-08 20:29:00,Toko Online,Bau-Bau,121,0
144038.81,2025-07-02 10:16:00,Restoran,Tasikmalaya,228,0
239619.82,2025-05-19 09:06:00,Tagihan,Sukabumi,222,0
